hotel_name,star_rating,rating_score,location_score,review_amount,price,breakfast_included,free_cancellation,no_prepayment_needed,centrally_located,sustainability_certification,checkin,checkout,snapshot,group_index,bed_score,distance_score,hotel_name_encoded,ttt,los
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,428,0,1,1,1,0,2025-03-29,2025-03-31,2025-03-10,40,4.0,5,326,19,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,629,0,1,1,1,0,2025-03-29,2025-04-01,2025-03-12,40,4.0,5,326,19,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,920,0,1,1,1,0,2025-03-29,2025-04-02,2025-03-12,4,4.0,5,326,19,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,1210,0,1,1,1,0,2025-03-29,2025-04-03,2025-03-12,30,4.0,5,326,19,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,197,0,1,1,0,0,2025-03-30,2025-03-31,2025-03-10,41,4.0,1,326,20,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,396,0,1,1,1,0,2025-03-30,2025-04-01,2025-03-12,35,4.0,5,326,20,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,685,0,1,1,0,0,2025-03-30,2025-04-02,2025-03-17,14,4.0,1,326,20,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,975,0,1,1,0,0,2025-03-30,2025-04-03,2025-03-17,49,4.0,1,326,20,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1265,0,1,1,0,0,2025-03-30,2025-04-04,2025-03-17,37,4.0,1,326,20,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,198,0,1,1,1,0,2025-03-31,2025-04-01,2025-03-12,34,4.0,5,326,21,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,488,0,1,1,1,0,2025-03-31,2025-04-02,2025-03-12,4,4.0,5,326,21,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,777,0,1,1,0,0,2025-03-31,2025-04-03,2025-03-17,42,4.0,1,326,21,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1067,0,1,1,1,0,2025-03-31,2025-04-04,2025-03-17,31,4.0,5,326,21,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1357,0,1,1,0,0,2025-03-31,2025-04-05,2025-03-17,31,4.0,1,326,21,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,0,0,2025-04-01,2025-04-02,2025-03-10,35,4.0,1,326,22,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,577,0,1,1,0,0,2025-04-01,2025-04-03,2025-03-10,4,4.0,1,326,22,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,865,0,1,1,1,0,2025-04-01,2025-04-04,2025-03-10,5,4.0,5,326,22,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1153,0,1,1,0,0,2025-04-01,2025-04-05,2025-03-10,1,4.0,1,326,22,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1449,0,1,1,0,0,2025-04-01,2025-04-06,2025-03-17,35,4.0,1,326,22,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,1,0,2025-04-02,2025-04-03,2025-03-10,4,4.0,5,326,23,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,581,0,1,1,1,0,2025-04-02,2025-04-04,2025-03-12,37,4.0,5,326,23,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,865,0,1,1,0,0,2025-04-02,2025-04-05,2025-03-10,2,4.0,1,326,23,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1153,0,1,1,0,0,2025-04-02,2025-04-06,2025-03-10,3,4.0,1,326,23,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1368,0,1,1,1,0,2025-04-02,2025-04-07,2025-03-17,34,4.0,5,326,23,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,0,0,2025-04-03,2025-04-04,2025-03-10,6,4.0,1,326,24,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,577,0,1,1,1,0,2025-04-03,2025-04-05,2025-03-10,35,4.0,5,326,24,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,865,0,1,1,0,0,2025-04-03,2025-04-06,2025-03-10,5,4.0,1,326,24,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,1081,0,1,1,1,0,2025-04-03,2025-04-07,2025-03-12,8,4.0,5,326,24,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1368,0,1,1,0,0,2025-04-03,2025-04-08,2025-03-17,36,4.0,1,326,24,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,0,0,2025-04-04,2025-04-05,2025-03-10,2,4.0,1,326,25,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,577,0,1,1,0,0,2025-04-04,2025-04-06,2025-03-10,3,4.0,1,326,25,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,789,0,1,1,0,0,2025-04-04,2025-04-07,2025-03-17,2,4.0,1,326,25,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6560.0,1079,0,1,1,1,0,2025-04-04,2025-04-08,2025-03-17,6,4.0,5,326,25,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1368,0,1,1,0,0,2025-04-04,2025-04-09,2025-03-17,36,4.0,1,326,25,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,0,0,2025-04-05,2025-04-06,2025-03-10,1,4.0,1,326,26,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,500,0,1,1,1,0,2025-04-05,2025-04-07,2025-03-12,35,4.0,5,326,26,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6537.0,790,0,1,1,1,0,2025-04-05,2025-04-08,2025-03-12,37,4.0,5,326,26,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1079,0,1,1,1,0,2025-04-05,2025-04-09,2025-03-17,35,4.0,5,326,26,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6560.0,1368,0,1,1,0,0,2025-04-05,2025-04-10,2025-03-17,34,4.0,1,326,26,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,209,0,1,1,1,0,2025-04-06,2025-04-07,2025-03-17,4,4.0,5,326,27,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6560.0,499,0,1,1,1,0,2025-04-06,2025-04-08,2025-03-17,33,4.0,5,326,27,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,789,0,1,1,1,0,2025-04-06,2025-04-09,2025-03-17,32,4.0,5,326,27,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6560.0,1079,0,1,1,0,0,2025-04-06,2025-04-10,2025-03-17,33,4.0,1,326,27,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6557.0,1368,0,1,1,1,0,2025-04-06,2025-04-11,2025-03-17,34,4.0,5,326,27,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,0,0,2025-04-07,2025-04-08,2025-03-10,9,4.0,1,326,28,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,577,0,1,1,0,0,2025-04-07,2025-04-09,2025-03-10,38,4.0,1,326,28,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,865,0,1,1,0,0,2025-04-07,2025-04-10,2025-03-10,7,4.0,1,326,28,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1153,0,1,1,0,0,2025-04-07,2025-04-11,2025-03-10,33,4.0,1,326,28,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1442,0,1,1,0,0,2025-04-07,2025-04-12,2025-03-10,36,4.0,1,326,28,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,0,0,2025-04-08,2025-04-09,2025-03-10,36,4.0,1,326,29,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,577,0,1,1,0,0,2025-04-08,2025-04-10,2025-03-10,35,4.0,1,326,29,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,865,0,1,1,1,0,2025-04-08,2025-04-11,2025-03-10,28,4.0,5,326,29,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1153,0,1,1,0,0,2025-04-08,2025-04-12,2025-03-10,20,4.0,1,326,29,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1510,0,1,1,1,0,2025-04-08,2025-04-13,2025-03-10,33,4.0,5,326,29,5
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,288,0,1,1,1,0,2025-04-09,2025-04-10,2025-03-10,13,4.0,5,326,30,1
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,577,0,1,1,0,0,2025-04-09,2025-04-11,2025-03-10,33,4.0,1,326,30,2
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,865,0,1,1,1,0,2025-04-09,2025-04-12,2025-03-10,38,4.0,5,326,30,3
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1222,0,1,1,1,0,2025-04-09,2025-04-13,2025-03-10,35,4.0,5,326,30,4
"The Cloud One New York-Downtown, by the Motel One Group",4.0,8.6,9.4,6531.0,1476,0,1,1,1,0,2025-04-09,2025-04-14,2025-03-10,10,4.0,5,326,30,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1530,0,0,1,1,0,2025-03-12,2025-03-16,2025-03-12,47,4.0,5,328,2,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1751,0,1,1,1,0,2025-03-12,2025-03-17,2025-03-10,41,4.0,5,328,2,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,321,0,0,0,1,0,2025-03-13,2025-03-14,2025-03-10,59,4.0,5,328,3,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,624,0,0,0,0,0,2025-03-13,2025-03-15,2025-03-10,66,4.0,4,328,3,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,957,0,0,0,0,0,2025-03-13,2025-03-16,2025-03-10,51,4.0,4,328,3,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1154,0,0,0,1,0,2025-03-13,2025-03-17,2025-03-10,54,4.0,5,328,3,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1493,0,0,0,1,0,2025-03-13,2025-03-18,2025-03-10,68,4.0,5,328,3,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,302,0,0,0,0,0,2025-03-14,2025-03-15,2025-03-10,62,4.0,4,328,4,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,635,0,0,0,0,0,2025-03-14,2025-03-16,2025-03-10,62,4.0,4,328,4,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,836,0,0,0,1,0,2025-03-14,2025-03-17,2025-03-10,65,4.0,5,328,4,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1231,0,0,0,0,0,2025-03-14,2025-03-18,2025-03-10,61,4.0,4,328,4,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1633,0,0,0,1,0,2025-03-14,2025-03-19,2025-03-10,50,4.0,5,328,4,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,327,0,0,0,1,0,2025-03-15,2025-03-16,2025-03-12,56,4.0,5,328,5,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,526,0,0,0,1,0,2025-03-15,2025-03-17,2025-03-12,86,4.0,5,328,5,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,870,0,0,0,1,0,2025-03-15,2025-03-18,2025-03-10,61,4.0,5,328,5,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1391,0,0,0,1,0,2025-03-15,2025-03-19,2025-03-12,48,4.0,5,328,5,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1838,0,0,0,1,0,2025-03-15,2025-03-20,2025-03-12,52,4.0,5,328,5,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,200,0,0,0,1,0,2025-03-16,2025-03-17,2025-03-10,69,4.0,5,328,6,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,595,0,1,1,1,0,2025-03-16,2025-03-18,2025-03-10,54,4.0,5,328,6,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,801,0,0,0,0,0,2025-03-17,2025-03-19,2025-03-10,49,4.0,4,328,7,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1245,0,0,0,1,0,2025-03-17,2025-03-20,2025-03-10,50,4.0,5,328,7,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,469,0,0,0,1,0,2025-03-18,2025-03-19,2025-03-12,49,4.0,5,328,8,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,916,0,0,0,1,0,2025-03-18,2025-03-20,2025-03-12,45,4.0,5,328,8,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1180,0,0,0,0,0,2025-03-18,2025-03-21,2025-03-10,55,4.0,4,328,8,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1455,0,0,0,0,0,2025-03-18,2025-03-22,2025-03-10,49,4.0,4,328,8,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1794,0,0,0,1,0,2025-03-18,2025-03-23,2025-03-10,51,4.0,5,328,8,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,714,0,0,0,1,0,2025-03-19,2025-03-21,2025-03-10,87,4.0,5,328,9,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,1328,0,0,0,1,0,2025-03-19,2025-03-23,2025-03-10,64,4.0,5,328,9,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,228,0,0,0,0,0,2025-03-20,2025-03-21,2025-03-17,60,4.0,4,328,10,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,448,0,0,0,0,0,2025-03-20,2025-03-22,2025-03-17,60,4.0,4,328,10,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,736,0,0,0,1,0,2025-03-20,2025-03-23,2025-03-17,51,4.0,5,328,10,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,221,0,0,0,0,0,2025-03-21,2025-03-22,2025-03-17,56,4.0,4,328,11,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,508,0,0,0,1,0,2025-03-21,2025-03-23,2025-03-17,56,4.0,5,328,11,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,339,0,0,0,1,0,2025-03-22,2025-03-23,2025-03-10,87,4.0,5,328,12,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,466,0,0,0,1,0,2025-03-22,2025-03-24,2025-03-17,65,4.0,5,328,12,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,721,0,0,0,1,0,2025-03-22,2025-03-25,2025-03-17,56,4.0,5,328,12,3
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,1093,0,0,0,1,0,2025-03-22,2025-03-26,2025-03-17,61,4.0,5,328,12,4
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,1377,0,0,0,1,0,2025-03-22,2025-03-27,2025-03-17,51,4.0,5,328,12,5
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,434,0,0,0,0,0,2025-03-23,2025-03-25,2025-03-17,60,4.0,4,328,13,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,286,0,0,0,1,0,2025-03-26,2025-03-27,2025-03-12,52,4.0,5,328,16,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,287,0,0,0,1,0,2025-03-29,2025-03-30,2025-03-17,61,4.0,5,328,19,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,437,0,0,0,0,0,2025-03-29,2025-03-31,2025-03-17,63,4.0,4,328,19,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,247,0,0,0,1,0,2025-03-31,2025-04-01,2025-03-17,65,4.0,5,328,21,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1398.0,630,0,0,0,0,0,2025-03-31,2025-04-02,2025-03-17,55,4.0,4,328,21,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,762,0,0,0,0,0,2025-04-01,2025-04-03,2025-03-10,59,4.0,4,328,22,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,381,0,0,0,1,0,2025-04-02,2025-04-03,2025-03-10,79,4.0,5,328,23,1
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1403.0,680,0,0,0,1,0,2025-04-02,2025-04-04,2025-03-12,62,4.0,5,328,23,2
"The Draper New York, Tapestry Collection by Hilton",3.0,8.2,9.4,1404.0,304,0,0,0,0,0,2025-04-03,2025-04-04,2025-03-10,59,4.0,4,328,24,1
The FIDI Hotel,4.0,8.1,,1492.0,1087,0,0,1,0,0,2025-03-11,2025-03-15,2025-03-10,39,3.0,1,330,1,4
The FIDI Hotel,4.0,8.1,,1492.0,1522,0,0,1,1,0,2025-03-11,2025-03-16,2025-03-10,44,4.0,5,330,1,5
The FIDI Hotel,4.0,8.1,,1495.0,910,0,0,1,1,0,2025-03-12,2025-03-15,2025-03-12,39,2.0,5,330,2,3
The FIDI Hotel,4.0,8.1,,1495.0,1220,0,0,1,1,0,2025-03-12,2025-03-16,2025-03-12,45,2.0,5,330,2,4
The FIDI Hotel,4.0,8.1,,1492.0,1325,0,0,1,1,0,2025-03-12,2025-03-17,2025-03-10,38,4.0,5,330,2,5
The FIDI Hotel,4.0,8.1,,1492.0,513,0,1,1,0,0,2025-03-13,2025-03-15,2025-03-10,63,3.0,1,330,3,2
The FIDI Hotel,4.0,8.1,,1492.0,849,0,1,1,0,0,2025-03-13,2025-03-16,2025-03-10,49,4.0,1,330,3,3
The FIDI Hotel,4.0,8.1,,1492.0,1016,0,1,1,1,0,2025-03-13,2025-03-17,2025-03-10,51,4.0,5,330,3,4
The FIDI Hotel,4.0,8.1,,1492.0,1281,0,1,1,1,0,2025-03-13,2025-03-18,2025-03-10,66,4.0,5,330,3,5
The FIDI Hotel,4.0,8.1,,1492.0,270,0,1,1,0,0,2025-03-14,2025-03-15,2025-03-10,59,3.0,1,330,4,1
The FIDI Hotel,4.0,8.1,,1492.0,573,0,1,1,0,0,2025-03-14,2025-03-16,2025-03-10,59,3.0,1,330,4,2
The FIDI Hotel,4.0,8.1,,1492.0,730,0,1,1,1,0,2025-03-14,2025-03-17,2025-03-10,62,3.0,5,330,4,3
The FIDI Hotel,4.0,8.1,,1492.0,1027,0,1,1,0,0,2025-03-14,2025-03-18,2025-03-10,59,4.0,1,330,4,4
The FIDI Hotel,4.0,8.1,,1492.0,1368,0,1,1,1,0,2025-03-14,2025-03-19,2025-03-10,48,4.0,5,330,4,5
The FIDI Hotel,4.0,8.1,,1495.0,310,0,1,1,1,0,2025-03-15,2025-03-16,2025-03-12,54,2.0,5,330,5,1
The FIDI Hotel,4.0,8.1,,1492.0,454,0,1,1,0,0,2025-03-15,2025-03-17,2025-03-10,61,3.0,1,330,5,2
The FIDI Hotel,4.0,8.1,,1492.0,708,0,1,1,1,0,2025-03-15,2025-03-18,2025-03-10,59,3.0,5,330,5,3
The FIDI Hotel,4.0,8.1,,1495.0,1356,0,1,1,1,0,2025-03-18,2025-03-23,2025-03-12,52,3.0,5,330,8,5
The FIDI Hotel,4.0,8.1,,1499.0,1069,0,1,1,1,0,2025-03-22,2025-03-27,2025-03-17,56,2.0,5,330,12,5
The FIDI Hotel,4.0,8.1,,1492.0,200,0,1,1,1,0,2025-03-24,2025-03-25,2025-03-10,62,2.0,5,330,14,1
The FIDI Hotel,4.0,8.1,,1499.0,912,0,1,1,1,0,2025-03-29,2025-04-02,2025-03-17,88,2.0,5,330,19,4
The FIDI Hotel,4.0,8.1,,1492.0,319,0,1,1,0,0,2025-04-01,2025-04-02,2025-03-10,56,2.0,1,330,22,1
The FIDI Hotel,4.0,8.1,,1494.0,335,0,1,1,1,0,2025-04-02,2025-04-03,2025-03-10,76,3.0,5,330,23,1
The FIDI Hotel,4.0,8.1,,1492.0,274,0,0,0,0,0,2025-04-03,2025-04-04,2025-03-10,56,3.0,1,330,24,1
The FIDI Hotel,4.0,8.1,,1494.0,346,0,0,0,0,0,2025-04-05,2025-04-06,2025-03-10,43,2.0,1,330,26,1
The FIDI Hotel,4.0,8.1,,1494.0,191,0,0,0,1,0,2025-04-06,2025-04-07,2025-03-10,85,3.0,5,330,27,1
The FIDI Hotel,4.0,8.1,,1494.0,403,0,0,0,1,0,2025-04-06,2025-04-08,2025-03-10,50,2.0,5,330,27,2
The FIDI Hotel,4.0,8.1,,1494.0,212,0,0,0,0,0,2025-04-07,2025-04-08,2025-03-10,23,2.0,1,330,28,1
The FIDI Hotel,4.0,8.1,,1494.0,527,0,0,0,0,0,2025-04-07,2025-04-09,2025-03-10,60,2.0,1,330,28,2
The FIDI Hotel,4.0,8.1,,1494.0,315,0,0,0,0,0,2025-04-08,2025-04-09,2025-03-10,58,2.0,1,330,29,1
The FIDI Hotel,4.0,8.1,,1494.0,629,0,0,0,0,0,2025-04-08,2025-04-10,2025-03-10,56,2.0,1,330,29,2
The FIDI Hotel,4.0,8.1,,1494.0,315,0,0,0,1,0,2025-04-09,2025-04-10,2025-03-10,45,2.0,5,330,30,1
The Fifty Sonesta Hotel New York,4.0,7.9,,1542.0,1520,0,0,1,1,0,2025-03-17,2025-03-19,2025-03-17,54,3.0,5,332,7,2
The Fifty Sonesta Hotel New York,4.0,7.9,,1542.0,898,0,0,1,0,0,2025-03-18,2025-03-19,2025-03-17,74,3.0,1,332,8,1
The Fifty Sonesta Hotel New York,4.0,7.9,,1540.0,259,0,0,0,1,0,2025-03-22,2025-03-23,2025-03-12,20,0.0,5,332,12,1
The Fifty Sonesta Hotel New York,4.0,7.9,,1536.0,467,0,0,0,0,0,2025-03-22,2025-03-24,2025-03-10,24,0.0,4,332,12,2
The Fifty Sonesta Hotel New York,4.0,7.9,,1540.0,1343,0,0,0,1,0,2025-03-25,2025-03-30,2025-03-12,41,3.0,5,332,15,5
The Fifty Sonesta Hotel New York,4.0,7.9,,1540.0,1219,0,0,0,1,0,2025-03-27,2025-04-01,2025-03-12,66,3.0,5,332,17,5
The Fifty Sonesta Hotel New York,4.0,7.9,,1538.0,480,0,0,0,1,0,2025-03-30,2025-04-01,2025-03-10,94,0.0,5,332,20,2
The Fifty Sonesta Hotel New York,4.0,7.9,,1538.0,334,0,0,0,0,0,2025-04-04,2025-04-05,2025-03-10,94,0.0,1,332,25,1
The Flat NYC,3.0,7.9,9.5,2521.0,307,0,0,0,1,0,2025-03-11,2025-03-12,2025-03-10,93,0.5,5,333,1,1
The Flat NYC,3.0,7.9,9.5,2525.0,599,0,0,0,1,0,2025-03-17,2025-03-19,2025-03-12,81,0.0,5,333,7,2
The Flat NYC,3.0,7.9,9.5,2525.0,253,0,0,0,1,0,2025-03-18,2025-03-19,2025-03-12,84,3.0,5,333,8,1
The Flat NYC,3.0,7.9,9.5,2525.0,470,0,0,0,1,0,2025-03-18,2025-03-20,2025-03-12,83,3.0,5,333,8,2
The Flat NYC,3.0,7.9,9.5,2534.0,198,0,0,0,1,0,2025-03-19,2025-03-20,2025-03-17,89,0.5,5,333,9,1
The Flat NYC,3.0,7.9,9.5,2535.0,253,0,0,0,1,0,2025-03-22,2025-03-23,2025-03-17,97,4.0,5,333,12,1
The Flat NYC,3.0,7.9,9.5,2521.0,371,0,0,0,0,0,2025-04-04,2025-04-05,2025-03-10,65,0.0,3,333,25,1
The Flat NYC,3.0,7.9,9.5,2521.0,431,0,0,0,0,0,2025-04-05,2025-04-06,2025-03-10,92,0.0,3,333,26,1
The Gallivant Times Square,4.0,5.7,,5829.0,929,0,0,0,1,0,2025-03-29,2025-04-02,2025-03-17,43,2.0,5,335,19,4
The Gotham Hotel,4.0,8.5,9.5,1735.0,536,0,0,0,1,0,2025-03-17,2025-03-18,2025-03-17,76,4.0,5,337,7,1
The Gotham Hotel,4.0,8.5,9.5,1733.0,579,0,0,0,0,0,2025-03-18,2025-03-19,2025-03-10,88,4.0,1,337,8,1
The Gotham Hotel,4.0,8.5,9.5,1735.0,1946,0,0,0,0,0,2025-03-20,2025-03-22,2025-03-17,94,4.0,1,337,10,2
The Gotham Hotel,4.0,8.5,9.5,1735.0,1240,0,0,0,0,0,2025-03-21,2025-03-24,2025-03-17,85,3.0,1,337,11,3
The Gotham Hotel,4.0,8.5,9.5,1735.0,763,0,0,0,1,0,2025-03-22,2025-03-24,2025-03-17,96,3.0,5,337,12,2
The Gotham Hotel,4.0,8.5,9.5,1733.0,1966,0,0,0,1,0,2025-03-22,2025-03-27,2025-03-12,94,4.0,5,337,12,5
The Gotham Hotel,4.0,8.5,9.5,1733.0,524,0,0,0,0,0,2025-03-25,2025-03-26,2025-03-10,98,4.0,1,337,15,1
The Gotham Hotel,4.0,8.5,9.5,1733.0,1401,0,0,0,0,0,2025-03-26,2025-03-30,2025-03-10,21,3.0,4,337,16,4
The Gotham Hotel,4.0,8.5,9.5,1735.0,324,0,0,0,1,0,2025-03-27,2025-03-28,2025-03-17,90,4.0,5,337,17,1
The Gotham Hotel,4.0,8.5,9.5,1735.0,676,0,0,0,1,0,2025-03-27,2025-03-29,2025-03-17,91,4.0,5,337,17,2
The Gotham Hotel,4.0,8.5,9.5,1735.0,944,0,0,0,1,0,2025-03-27,2025-03-30,2025-03-17,89,4.0,5,337,17,3
The Gotham Hotel,4.0,8.5,9.5,1735.0,894,0,0,0,1,0,2025-03-28,2025-03-31,2025-03-17,96,4.0,5,337,18,3
The Gotham Hotel,4.0,8.5,9.5,1735.0,1200,0,0,0,1,0,2025-03-28,2025-04-01,2025-03-17,89,4.0,5,337,18,4
