Hotel Name,TTT,LOS,price_expedia,hotel_name,ttt,los,price_booking,price_difference,abs_price_difference
Renaissance New York Midtown Hotel,6,3,943.0,Renaissance New York Midtown Hotel,6,3,1690,-747.0,747.0
Renaissance New York Midtown Hotel,7,1,760.0,Renaissance New York Midtown Hotel,7,1,416,344.0,344.0
Renaissance New York Midtown Hotel,7,2,647.0,Renaissance New York Midtown Hotel,7,2,1606,-959.0,959.0
Renaissance New York Midtown Hotel,8,1,324.0,Renaissance New York Midtown Hotel,8,1,803,-479.0,479.0
Renaissance New York Midtown Hotel,8,2,757.0,Renaissance New York Midtown Hotel,8,2,1606,-849.0,849.0
Renaissance New York Midtown Hotel,8,3,1017.0,Renaissance New York Midtown Hotel,8,3,1738,-721.0,721.0
Renaissance New York Midtown Hotel,8,4,1276.0,Renaissance New York Midtown Hotel,8,4,2101,-825.0,825.0
Renaissance New York Midtown Hotel,9,1,287.0,Renaissance New York Midtown Hotel,9,1,803,-516.0,516.0
Renaissance New York Midtown Hotel,9,2,546.0,Renaissance New York Midtown Hotel,9,2,1338,-792.0,792.0
Renaissance New York Midtown Hotel,9,3,806.0,Renaissance New York Midtown Hotel,9,3,1643,-837.0,837.0
Renaissance New York Midtown Hotel,9,4,1047.0,Renaissance New York Midtown Hotel,9,4,1760,-713.0,713.0
Renaissance New York Midtown Hotel,9,5,1462.0,Renaissance New York Midtown Hotel,9,5,2084,-622.0,622.0
Renaissance New York Midtown Hotel,10,1,259.0,Renaissance New York Midtown Hotel,10,1,508,-249.0,249.0
Renaissance New York Midtown Hotel,10,2,647.0,Renaissance New York Midtown Hotel,10,2,718,-71.0,71.0
Renaissance New York Midtown Hotel,10,3,2096.0,Renaissance New York Midtown Hotel,10,3,907,1189.0,1189.0
Renaissance New York Midtown Hotel,10,5,2270.0,Renaissance New York Midtown Hotel,10,5,1615,655.0,655.0
Renaissance New York Midtown Hotel,11,1,305.0,Renaissance New York Midtown Hotel,11,1,347,-42.0,42.0
Renaissance New York Midtown Hotel,11,2,592.0,Renaissance New York Midtown Hotel,11,2,695,-103.0,103.0
Renaissance New York Midtown Hotel,11,3,879.0,Renaissance New York Midtown Hotel,11,3,848,31.0,31.0
Renaissance New York Midtown Hotel,11,4,1139.0,Renaissance New York Midtown Hotel,11,4,1300,-161.0,161.0
Renaissance New York Midtown Hotel,12,1,241.0,Renaissance New York Midtown Hotel,12,1,347,-106.0,106.0
Renaissance New York Midtown Hotel,12,2,574.0,Renaissance New York Midtown Hotel,12,2,760,-186.0,186.0
Renaissance New York Midtown Hotel,12,3,833.0,Renaissance New York Midtown Hotel,12,3,1004,-171.0,171.0
Renaissance New York Midtown Hotel,13,2,592.0,Renaissance New York Midtown Hotel,13,2,832,-240.0,240.0
Renaissance New York Midtown Hotel,13,3,879.0,Renaissance New York Midtown Hotel,13,3,1447,-568.0,568.0
Renaissance New York Midtown Hotel,14,1,287.0,Renaissance New York Midtown Hotel,14,1,563,-276.0,276.0
Renaissance New York Midtown Hotel,14,2,574.0,Renaissance New York Midtown Hotel,14,2,1309,-735.0,735.0
Renaissance New York Midtown Hotel,16,2,794.0,Renaissance New York Midtown Hotel,16,2,1096,-302.0,302.0
Renaissance New York Midtown Hotel,16,3,1145.0,Renaissance New York Midtown Hotel,16,3,1272,-127.0,127.0
Renaissance New York Midtown Hotel,17,1,351.0,Renaissance New York Midtown Hotel,17,1,345,6.0,6.0
Renaissance New York Midtown Hotel,17,2,702.0,Renaissance New York Midtown Hotel,17,2,683,19.0,19.0
Renaissance New York Midtown Hotel,17,3,980.0,Renaissance New York Midtown Hotel,17,3,858,122.0,122.0
Renaissance New York Midtown Hotel,18,1,351.0,Renaissance New York Midtown Hotel,18,1,360,-9.0,9.0
Renaissance New York Midtown Hotel,18,2,629.0,Renaissance New York Midtown Hotel,18,2,719,-90.0,90.0
Renaissance New York Midtown Hotel,19,1,278.0,Renaissance New York Midtown Hotel,19,1,471,-193.0,193.0
Renaissance New York Midtown Hotel,20,1,443.0,Renaissance New York Midtown Hotel,20,1,293,150.0,150.0
Renaissance New York Midtown Hotel,22,3,1219.0,Renaissance New York Midtown Hotel,22,3,1688,-469.0,469.0
Renaissance New York Midtown Hotel,22,4,1552.0,Renaissance New York Midtown Hotel,22,4,1959,-407.0,407.0
Renaissance New York Midtown Hotel,22,5,1811.0,Renaissance New York Midtown Hotel,22,5,2296,-485.0,485.0
Renaissance New York Midtown Hotel,23,3,999.0,Renaissance New York Midtown Hotel,23,3,1360,-361.0,361.0
Renaissance New York Midtown Hotel,23,4,1258.0,Renaissance New York Midtown Hotel,23,4,1697,-439.0,439.0
Renaissance New York Midtown Hotel,23,5,1774.0,Renaissance New York Midtown Hotel,23,5,1963,-189.0,189.0
Renaissance New York Midtown Hotel,24,1,333.0,Renaissance New York Midtown Hotel,24,1,643,-310.0,310.0
Renaissance New York Midtown Hotel,24,2,666.0,Renaissance New York Midtown Hotel,24,2,1004,-338.0,338.0
Renaissance New York Midtown Hotel,24,3,925.0,Renaissance New York Midtown Hotel,24,3,1286,-361.0,361.0
Renaissance New York Midtown Hotel,24,4,1442.0,Renaissance New York Midtown Hotel,24,4,1365,77.0,77.0
Renaissance New York Midtown Hotel,25,1,333.0,Renaissance New York Midtown Hotel,25,1,396,-63.0,63.0
Renaissance New York Midtown Hotel,25,2,592.0,Renaissance New York Midtown Hotel,25,2,791,-199.0,199.0
Renaissance New York Midtown Hotel,25,3,1109.0,Renaissance New York Midtown Hotel,25,3,940,169.0,169.0
Renaissance New York Midtown Hotel,26,1,259.0,Renaissance New York Midtown Hotel,26,1,396,-137.0,137.0
Renaissance New York Midtown Hotel,26,2,776.0,Renaissance New York Midtown Hotel,26,2,932,-156.0,156.0
Renaissance New York Midtown Hotel,27,1,379.0,Renaissance New York Midtown Hotel,27,1,313,66.0,66.0
Renaissance New York Midtown Hotel,27,2,684.0,Renaissance New York Midtown Hotel,27,2,901,-217.0,217.0
Renaissance New York Midtown Hotel,28,1,305.0,Renaissance New York Midtown Hotel,28,1,589,-284.0,284.0
Renaissance New York Midtown Hotel,28,2,758.0,Renaissance New York Midtown Hotel,28,2,1407,-649.0,649.0
Renaissance New York Midtown Hotel,28,3,1063.0,Renaissance New York Midtown Hotel,28,3,1776,-713.0,713.0
Renaissance New York Midtown Hotel,29,3,1969.0,Renaissance New York Midtown Hotel,29,3,1595,374.0,374.0
Renaissance New York Midtown Hotel,30,4,2086.0,Renaissance New York Midtown Hotel,30,4,1537,549.0,549.0
Residence Inn by Marriott New York Manhattan/Times Square,1,2,651.0,Residence Inn by Marriott New York Manhattan/Times Square,1,2,1404,-753.0,753.0
Residence Inn by Marriott New York Manhattan/Times Square,10,3,1408.0,Residence Inn by Marriott New York Manhattan/Times Square,10,3,1085,323.0,323.0
Residence Inn by Marriott New York Manhattan/Times Square,10,5,2101.0,Residence Inn by Marriott New York Manhattan/Times Square,10,5,1854,247.0,247.0
Residence Inn by Marriott New York Manhattan/Times Square,11,2,633.0,Residence Inn by Marriott New York Manhattan/Times Square,11,2,756,-123.0,123.0
Residence Inn by Marriott New York Manhattan/Times Square,12,1,316.0,Residence Inn by Marriott New York Manhattan/Times Square,12,1,385,-69.0,69.0
Residence Inn by Marriott New York Manhattan/Times Square,13,2,633.0,Residence Inn by Marriott New York Manhattan/Times Square,13,2,612,21.0,21.0
Residence Inn by Marriott New York Manhattan/Times Square,13,3,979.0,Residence Inn by Marriott New York Manhattan/Times Square,13,3,1121,-142.0,142.0
Residence Inn by Marriott New York Manhattan/Times Square,14,2,663.0,Residence Inn by Marriott New York Manhattan/Times Square,14,2,870,-207.0,207.0
Residence Inn by Marriott New York Manhattan/Times Square,17,5,2003.0,Residence Inn by Marriott New York Manhattan/Times Square,17,5,1944,59.0,59.0
Residence Inn by Marriott New York Manhattan/Times Square,19,4,1657.0,Residence Inn by Marriott New York Manhattan/Times Square,19,4,1573,84.0,84.0
Residence Inn by Marriott New York Manhattan/Times Square,20,2,760.0,Residence Inn by Marriott New York Manhattan/Times Square,20,2,534,226.0,226.0
Romer Hell's Kitchen,2,4,1829.0,Romer Hell's Kitchen,2,4,1923,-94.0,94.0
Romer Hell's Kitchen,2,5,2174.0,Romer Hell's Kitchen,2,5,2099,75.0,75.0
Romer Hell's Kitchen,3,1,278.0,Romer Hell's Kitchen,3,1,348,-70.0,70.0
Romer Hell's Kitchen,3,3,1595.0,Romer Hell's Kitchen,3,3,1240,355.0,355.0
Romer Hell's Kitchen,3,4,2047.0,Romer Hell's Kitchen,3,4,1650,397.0,397.0
Romer Hell's Kitchen,3,5,1678.0,Romer Hell's Kitchen,3,5,1923,-245.0,245.0
Romer Hell's Kitchen,4,3,1639.0,Romer Hell's Kitchen,4,3,1220,419.0,419.0
Romer Hell's Kitchen,4,5,2318.0,Romer Hell's Kitchen,4,5,2135,183.0,183.0
Romer Hell's Kitchen,5,1,278.0,Romer Hell's Kitchen,5,1,452,-174.0,174.0
Romer Hell's Kitchen,5,2,912.0,Romer Hell's Kitchen,5,2,691,221.0,221.0
Romer Hell's Kitchen,5,3,1159.0,Romer Hell's Kitchen,5,3,1014,145.0,145.0
Romer Hell's Kitchen,5,4,1578.0,Romer Hell's Kitchen,5,4,1748,-170.0,170.0
Romer Hell's Kitchen,5,5,1730.0,Romer Hell's Kitchen,5,5,2171,-441.0,441.0
Romer Hell's Kitchen,6,4,1349.0,Romer Hell's Kitchen,6,4,1779,-430.0,430.0
Romer Hell's Kitchen,6,5,1616.0,Romer Hell's Kitchen,6,5,2125,-509.0,509.0
Romer Hell's Kitchen,7,1,301.0,Romer Hell's Kitchen,7,1,368,-67.0,67.0
Romer Hell's Kitchen,7,2,739.0,Romer Hell's Kitchen,7,2,1097,-358.0,358.0
Romer Hell's Kitchen,7,3,941.0,Romer Hell's Kitchen,7,3,1525,-584.0,584.0
Romer Hell's Kitchen,7,4,1284.0,Romer Hell's Kitchen,7,4,1897,-613.0,613.0
Romer Hell's Kitchen,7,5,1565.0,Romer Hell's Kitchen,7,5,2244,-679.0,679.0
Romer Hell's Kitchen,8,3,996.0,Romer Hell's Kitchen,8,3,1380,-384.0,384.0
Romer Hell's Kitchen,8,4,1349.0,Romer Hell's Kitchen,8,4,1696,-347.0,347.0
Romer Hell's Kitchen,8,5,1563.0,Romer Hell's Kitchen,8,5,2105,-542.0,542.0
Romer Hell's Kitchen,9,2,551.0,Romer Hell's Kitchen,9,2,827,-276.0,276.0
Romer Hell's Kitchen,9,3,852.0,Romer Hell's Kitchen,9,3,1143,-291.0,291.0
Romer Hell's Kitchen,9,4,1175.0,Romer Hell's Kitchen,9,4,1552,-377.0,377.0
Romer Hell's Kitchen,9,5,1396.0,Romer Hell's Kitchen,9,5,1796,-400.0,400.0
Romer Hell's Kitchen,10,1,327.0,Romer Hell's Kitchen,10,1,401,-74.0,74.0
Romer Hell's Kitchen,10,2,665.0,Romer Hell's Kitchen,10,2,688,-23.0,23.0
Romer Hell's Kitchen,10,3,960.0,Romer Hell's Kitchen,10,3,1064,-104.0,104.0
Romer Hell's Kitchen,10,4,1244.0,Romer Hell's Kitchen,10,4,1298,-54.0,54.0
Romer Hell's Kitchen,10,5,1433.0,Romer Hell's Kitchen,10,5,1539,-106.0,106.0
Romer Hell's Kitchen,11,1,338.0,Romer Hell's Kitchen,11,1,298,40.0,40.0
Romer Hell's Kitchen,11,2,675.0,Romer Hell's Kitchen,11,2,698,-23.0,23.0
Romer Hell's Kitchen,11,3,931.0,Romer Hell's Kitchen,11,3,927,4.0,4.0
Romer Hell's Kitchen,11,4,1195.0,Romer Hell's Kitchen,11,4,1273,-78.0,78.0
Romer Hell's Kitchen,11,5,1349.0,Romer Hell's Kitchen,11,5,1511,-162.0,162.0
Romer Hell's Kitchen,12,1,301.0,Romer Hell's Kitchen,12,1,451,-150.0,150.0
Romer Hell's Kitchen,12,2,634.0,Romer Hell's Kitchen,12,2,647,-13.0,13.0
Romer Hell's Kitchen,12,3,872.0,Romer Hell's Kitchen,12,3,1150,-278.0,278.0
Romer Hell's Kitchen,12,4,1244.0,Romer Hell's Kitchen,12,4,1279,-35.0,35.0
Romer Hell's Kitchen,12,5,1386.0,Romer Hell's Kitchen,12,5,1530,-144.0,144.0
Romer Hell's Kitchen,13,1,296.0,Romer Hell's Kitchen,13,1,244,52.0,52.0
Romer Hell's Kitchen,13,2,572.0,Romer Hell's Kitchen,13,2,570,2.0,2.0
Romer Hell's Kitchen,13,3,921.0,Romer Hell's Kitchen,13,3,888,33.0,33.0
Romer Hell's Kitchen,13,4,1126.0,Romer Hell's Kitchen,13,4,1219,-93.0,93.0
Romer Hell's Kitchen,13,5,1349.0,Romer Hell's Kitchen,13,5,1446,-97.0,97.0
Romer Hell's Kitchen,14,1,276.0,Romer Hell's Kitchen,14,1,326,-50.0,50.0
Romer Hell's Kitchen,14,2,665.0,Romer Hell's Kitchen,14,2,683,-18.0,18.0
Romer Hell's Kitchen,14,3,842.0,Romer Hell's Kitchen,14,3,976,-134.0,134.0
Romer Hell's Kitchen,14,4,1126.0,Romer Hell's Kitchen,14,4,1279,-153.0,153.0
Romer Hell's Kitchen,14,5,1433.0,Romer Hell's Kitchen,14,5,1502,-69.0,69.0
Romer Hell's Kitchen,15,2,603.0,Romer Hell's Kitchen,15,2,694,-91.0,91.0
Romer Hell's Kitchen,15,3,862.0,Romer Hell's Kitchen,15,3,966,-104.0,104.0
Romer Hell's Kitchen,15,4,1234.0,Romer Hell's Kitchen,15,4,1259,-25.0,25.0
Romer Hell's Kitchen,15,5,1563.0,Romer Hell's Kitchen,15,5,1595,-32.0,32.0
Romer Hell's Kitchen,16,1,214.0,Romer Hell's Kitchen,16,1,337,-123.0,123.0
Romer Hell's Kitchen,16,2,510.0,Romer Hell's Kitchen,16,2,657,-147.0,147.0
Romer Hell's Kitchen,16,3,862.0,Romer Hell's Kitchen,16,3,918,-56.0,56.0
Romer Hell's Kitchen,16,4,1264.0,Romer Hell's Kitchen,16,4,1328,-64.0,64.0
Romer Hell's Kitchen,16,5,1591.0,Romer Hell's Kitchen,16,5,1483,108.0,108.0
Romer Hell's Kitchen,17,1,296.0,Romer Hell's Kitchen,17,1,297,-1.0,1.0
Romer Hell's Kitchen,17,2,686.0,Romer Hell's Kitchen,17,2,621,65.0,65.0
Romer Hell's Kitchen,17,3,970.0,Romer Hell's Kitchen,17,3,1005,-35.0,35.0
Romer Hell's Kitchen,17,4,1254.0,Romer Hell's Kitchen,17,4,1230,24.0,24.0
Romer Hell's Kitchen,17,5,1609.0,Romer Hell's Kitchen,17,5,1465,144.0,144.0
Romer Hell's Kitchen,18,1,389.0,Romer Hell's Kitchen,18,1,329,60.0,60.0
Romer Hell's Kitchen,18,2,624.0,Romer Hell's Kitchen,18,2,728,-104.0,104.0
Romer Hell's Kitchen,18,3,882.0,Romer Hell's Kitchen,18,3,912,-30.0,30.0
Romer Hell's Kitchen,18,4,1313.0,Romer Hell's Kitchen,18,4,1197,116.0,116.0
Romer Hell's Kitchen,18,5,1582.0,Romer Hell's Kitchen,18,5,1500,82.0,82.0
Romer Hell's Kitchen,19,2,541.0,Romer Hell's Kitchen,19,2,645,-104.0,104.0
Romer Hell's Kitchen,19,3,950.0,Romer Hell's Kitchen,19,3,902,48.0,48.0
Romer Hell's Kitchen,19,4,1411.0,Romer Hell's Kitchen,19,4,1275,136.0,136.0
Romer Hell's Kitchen,19,5,1591.0,Romer Hell's Kitchen,19,5,1595,-4.0,4.0
Romer Hell's Kitchen,20,1,296.0,Romer Hell's Kitchen,20,1,224,72.0,72.0
Romer Hell's Kitchen,20,3,941.0,Romer Hell's Kitchen,20,3,873,68.0,68.0
Romer Hell's Kitchen,20,4,1393.0,Romer Hell's Kitchen,20,4,1259,134.0,134.0
Romer Hell's Kitchen,20,5,1600.0,Romer Hell's Kitchen,20,5,1567,33.0,33.0
Romer Hell's Kitchen,21,1,410.0,Romer Hell's Kitchen,21,1,297,113.0,113.0
Romer Hell's Kitchen,21,2,567.0,Romer Hell's Kitchen,21,2,687,-120.0,120.0
Romer Hell's Kitchen,21,3,996.0,Romer Hell's Kitchen,21,3,1035,-39.0,39.0
Romer Hell's Kitchen,21,4,1273.0,Romer Hell's Kitchen,21,4,1416,-143.0,143.0
Romer Hell's Kitchen,21,5,1591.0,Romer Hell's Kitchen,21,5,1724,-133.0,133.0
Romer Hell's Kitchen,22,1,301.0,Romer Hell's Kitchen,22,1,388,-87.0,87.0
Romer Hell's Kitchen,22,2,644.0,Romer Hell's Kitchen,22,2,766,-122.0,122.0
Romer Hell's Kitchen,22,3,882.0,Romer Hell's Kitchen,22,3,1113,-231.0,231.0
Romer Hell's Kitchen,22,4,1273.0,Romer Hell's Kitchen,22,4,1504,-231.0,231.0
Romer Hell's Kitchen,22,5,1619.0,Romer Hell's Kitchen,22,5,1811,-192.0,192.0
Romer Hell's Kitchen,23,1,245.0,Romer Hell's Kitchen,23,1,378,-133.0,133.0
Romer Hell's Kitchen,23,2,520.0,Romer Hell's Kitchen,23,2,776,-256.0,256.0
Romer Hell's Kitchen,23,3,891.0,Romer Hell's Kitchen,23,3,1133,-242.0,242.0
Romer Hell's Kitchen,23,4,1313.0,Romer Hell's Kitchen,23,4,1524,-211.0,211.0
Romer Hell's Kitchen,23,5,1572.0,Romer Hell's Kitchen,23,5,1687,-115.0,115.0
Romer Hell's Kitchen,24,1,276.0,Romer Hell's Kitchen,24,1,398,-122.0,122.0
Romer Hell's Kitchen,24,2,686.0,Romer Hell's Kitchen,24,2,792,-106.0,106.0
Romer Hell's Kitchen,24,3,1068.0,Romer Hell's Kitchen,24,3,1141,-73.0,73.0
Romer Hell's Kitchen,24,4,1381.0,Romer Hell's Kitchen,24,4,1376,5.0,5.0
Romer Hell's Kitchen,24,5,1693.0,Romer Hell's Kitchen,24,5,1568,125.0,125.0
Romer Hell's Kitchen,25,1,410.0,Romer Hell's Kitchen,25,1,390,20.0,20.0
Romer Hell's Kitchen,25,2,851.0,Romer Hell's Kitchen,25,2,792,59.0,59.0
Romer Hell's Kitchen,25,3,1039.0,Romer Hell's Kitchen,25,3,971,68.0,68.0
Romer Hell's Kitchen,25,4,1509.0,Romer Hell's Kitchen,25,4,1255,254.0,254.0
Romer Hell's Kitchen,25,5,1684.0,Romer Hell's Kitchen,25,5,1596,88.0,88.0
Romer Hell's Kitchen,26,2,789.0,Romer Hell's Kitchen,26,2,647,142.0,142.0
Romer Hell's Kitchen,26,3,1009.0,Romer Hell's Kitchen,26,3,885,124.0,124.0
Romer Hell's Kitchen,26,4,1568.0,Romer Hell's Kitchen,26,4,1298,270.0,270.0
Romer Hell's Kitchen,26,5,1814.0,Romer Hell's Kitchen,26,5,1662,152.0,152.0
Romer Hell's Kitchen,27,1,348.0,Romer Hell's Kitchen,27,1,244,104.0,104.0
Romer Hell's Kitchen,27,2,727.0,Romer Hell's Kitchen,27,2,522,205.0,205.0
Romer Hell's Kitchen,27,3,1225.0,Romer Hell's Kitchen,27,3,914,311.0,311.0
Romer Hell's Kitchen,27,4,1489.0,Romer Hell's Kitchen,27,4,1357,132.0,132.0
Romer Hell's Kitchen,27,5,1749.0,Romer Hell's Kitchen,27,5,1634,115.0,115.0
Romer Hell's Kitchen,28,1,278.0,Romer Hell's Kitchen,28,1,277,1.0,1.0
Romer Hell's Kitchen,28,3,1156.0,Romer Hell's Kitchen,28,3,1121,35.0,35.0
Romer Hell's Kitchen,28,4,1499.0,Romer Hell's Kitchen,28,4,1475,24.0,24.0
Romer Hell's Kitchen,28,5,1879.0,Romer Hell's Kitchen,28,5,1751,128.0,128.0
Romer Hell's Kitchen,29,2,830.0,Romer Hell's Kitchen,29,2,889,-59.0,59.0
Romer Hell's Kitchen,29,3,1137.0,Romer Hell's Kitchen,29,3,1201,-64.0,64.0
Romer Hell's Kitchen,29,4,1607.0,Romer Hell's Kitchen,29,4,1553,54.0,54.0
Romer Hell's Kitchen,29,5,2046.0,Romer Hell's Kitchen,29,5,1956,90.0,90.0
Romer Hell's Kitchen,30,3,1078.0,Romer Hell's Kitchen,30,3,1119,-41.0,41.0
Romer Hell's Kitchen,30,4,1587.0,Romer Hell's Kitchen,30,4,1619,-32.0,32.0
Romer Hell's Kitchen,30,5,1777.0,Romer Hell's Kitchen,30,5,1761,16.0,16.0
Roxy Hotel New York,3,1,566.0,Roxy Hotel New York,3,1,426,140.0,140.0
Roxy Hotel New York,3,2,1057.0,Roxy Hotel New York,3,2,900,157.0,157.0
Sanctuary Hotel New York,12,5,1398.0,Sanctuary Hotel New York,12,5,1504,-106.0,106.0
Sanctuary Hotel New York,14,1,208.0,Sanctuary Hotel New York,14,1,304,-96.0,96.0
Sanctuary Hotel New York,15,1,347.0,Sanctuary Hotel New York,15,1,323,24.0,24.0
Sanctuary Hotel New York,15,3,913.0,Sanctuary Hotel New York,15,3,886,27.0,27.0
Sanctuary Hotel New York,15,4,1190.0,Sanctuary Hotel New York,15,4,1205,-15.0,15.0
Sanctuary Hotel New York,15,5,1541.0,Sanctuary Hotel New York,15,5,1523,18.0,18.0
Sanctuary Hotel New York,16,3,937.0,Sanctuary Hotel New York,16,3,863,74.0,74.0
Sanctuary Hotel New York,16,4,1288.0,Sanctuary Hotel New York,16,4,1199,89.0,89.0
Sanctuary Hotel New York,17,1,347.0,Sanctuary Hotel New York,17,1,273,74.0,74.0
Sanctuary Hotel New York,17,2,639.0,Sanctuary Hotel New York,17,2,599,40.0,40.0
Sanctuary Hotel New York,17,3,958.0,Sanctuary Hotel New York,17,3,819,139.0,139.0
Sanctuary Hotel New York,18,1,292.0,Sanctuary Hotel New York,18,1,326,-34.0,34.0
Sanctuary Hotel New York,19,1,347.0,Sanctuary Hotel New York,19,1,326,21.0,21.0
Sanctuary Hotel New York,28,4,1642.0,Sanctuary Hotel New York,28,4,1462,180.0,180.0
Sheraton New York Times Square Hotel,1,1,387.0,Sheraton New York Times Square Hotel,1,1,388,-1.0,1.0
Sheraton New York Times Square Hotel,1,2,1278.0,Sheraton New York Times Square Hotel,1,2,1027,251.0,251.0
Sheraton New York Times Square Hotel,1,3,1126.0,Sheraton New York Times Square Hotel,1,3,1120,6.0,6.0
Sheraton New York Times Square Hotel,1,4,1742.0,Sheraton New York Times Square Hotel,1,4,1457,285.0,285.0
Sheraton New York Times Square Hotel,1,5,2068.0,Sheraton New York Times Square Hotel,1,5,1844,224.0,224.0
Sheraton New York Times Square Hotel,2,2,1428.0,Sheraton New York Times Square Hotel,2,2,896,532.0,532.0
Sheraton New York Times Square Hotel,2,4,2167.0,Sheraton New York Times Square Hotel,2,4,1346,821.0,821.0
Sheraton New York Times Square Hotel,2,5,1533.0,Sheraton New York Times Square Hotel,2,5,1788,-255.0,255.0
Sheraton New York Times Square Hotel,3,1,616.0,Sheraton New York Times Square Hotel,3,1,390,226.0,226.0
Sheraton New York Times Square Hotel,3,2,716.0,Sheraton New York Times Square Hotel,3,2,855,-139.0,139.0
Sheraton New York Times Square Hotel,3,4,1742.0,Sheraton New York Times Square Hotel,3,4,1504,238.0,238.0
Sheraton New York Times Square Hotel,3,5,1668.0,Sheraton New York Times Square Hotel,3,5,1570,98.0,98.0
Sheraton New York Times Square Hotel,4,1,318.0,Sheraton New York Times Square Hotel,4,1,390,-72.0,72.0
Sheraton New York Times Square Hotel,4,2,553.0,Sheraton New York Times Square Hotel,4,2,838,-285.0,285.0
Sheraton New York Times Square Hotel,4,3,926.0,Sheraton New York Times Square Hotel,4,3,1113,-187.0,187.0
Sheraton New York Times Square Hotel,4,4,1198.0,Sheraton New York Times Square Hotel,4,4,1584,-386.0,386.0
Sheraton New York Times Square Hotel,4,5,1686.0,Sheraton New York Times Square Hotel,4,5,1900,-214.0,214.0
Sheraton New York Times Square Hotel,5,1,235.0,Sheraton New York Times Square Hotel,5,1,410,-175.0,175.0
Sheraton New York Times Square Hotel,5,2,608.0,Sheraton New York Times Square Hotel,5,2,656,-48.0,48.0
Sheraton New York Times Square Hotel,5,3,880.0,Sheraton New York Times Square Hotel,5,3,1039,-159.0,159.0
Sheraton New York Times Square Hotel,5,4,1510.0,Sheraton New York Times Square Hotel,5,4,1976,-466.0,466.0
Sheraton New York Times Square Hotel,5,5,1739.0,Sheraton New York Times Square Hotel,5,5,2102,-363.0,363.0
Sheraton New York Times Square Hotel,6,1,318.0,Sheraton New York Times Square Hotel,6,1,246,72.0,72.0
Sheraton New York Times Square Hotel,6,2,590.0,Sheraton New York Times Square Hotel,6,2,629,-39.0,39.0
Sheraton New York Times Square Hotel,6,3,1009.0,Sheraton New York Times Square Hotel,6,3,1073,-64.0,64.0
Sheraton New York Times Square Hotel,6,4,1272.0,Sheraton New York Times Square Hotel,6,4,1529,-257.0,257.0
Sheraton New York Times Square Hotel,7,1,290.0,Sheraton New York Times Square Hotel,7,1,383,-93.0,93.0
Sheraton New York Times Square Hotel,7,2,654.0,Sheraton New York Times Square Hotel,7,2,931,-277.0,277.0
Sheraton New York Times Square Hotel,7,3,917.0,Sheraton New York Times Square Hotel,7,3,1303,-386.0,386.0
Sheraton New York Times Square Hotel,7,4,1547.0,Sheraton New York Times Square Hotel,7,4,1627,-80.0,80.0
Sheraton New York Times Square Hotel,7,5,1828.0,Sheraton New York Times Square Hotel,7,5,1895,-67.0,67.0
Sheraton New York Times Square Hotel,8,1,364.0,Sheraton New York Times Square Hotel,8,1,548,-184.0,184.0
Sheraton New York Times Square Hotel,8,2,627.0,Sheraton New York Times Square Hotel,8,2,1050,-423.0,423.0
Sheraton New York Times Square Hotel,8,3,1018.0,Sheraton New York Times Square Hotel,8,3,1278,-260.0,260.0
Sheraton New York Times Square Hotel,8,4,1299.0,Sheraton New York Times Square Hotel,8,4,1545,-246.0,246.0
Sheraton New York Times Square Hotel,8,5,1544.0,Sheraton New York Times Square Hotel,8,5,1837,-293.0,293.0
Sheraton New York Times Square Hotel,9,1,263.0,Sheraton New York Times Square Hotel,9,1,502,-239.0,239.0
Sheraton New York Times Square Hotel,9,2,507.0,Sheraton New York Times Square Hotel,9,2,1101,-594.0,594.0
Sheraton New York Times Square Hotel,9,3,789.0,Sheraton New York Times Square Hotel,9,3,1048,-259.0,259.0
Sheraton New York Times Square Hotel,9,4,1033.0,Sheraton New York Times Square Hotel,9,4,1339,-306.0,306.0
Sheraton New York Times Square Hotel,9,5,1351.0,Sheraton New York Times Square Hotel,9,5,1557,-206.0,206.0
Sheraton New York Times Square Hotel,10,2,526.0,Sheraton New York Times Square Hotel,10,2,647,-121.0,121.0
Sheraton New York Times Square Hotel,10,3,770.0,Sheraton New York Times Square Hotel,10,3,883,-113.0,113.0
Sheraton New York Times Square Hotel,10,4,1088.0,Sheraton New York Times Square Hotel,10,4,1101,-13.0,13.0
Sheraton New York Times Square Hotel,10,5,1551.0,Sheraton New York Times Square Hotel,10,5,1546,5.0,5.0
Sheraton New York Times Square Hotel,11,1,263.0,Sheraton New York Times Square Hotel,11,1,291,-28.0,28.0
Sheraton New York Times Square Hotel,11,2,507.0,Sheraton New York Times Square Hotel,11,2,661,-154.0,154.0
Sheraton New York Times Square Hotel,11,3,789.0,Sheraton New York Times Square Hotel,11,3,776,13.0,13.0
Sheraton New York Times Square Hotel,11,4,1051.0,Sheraton New York Times Square Hotel,11,4,1299,-248.0,248.0
Sheraton New York Times Square Hotel,11,5,1351.0,Sheraton New York Times Square Hotel,11,5,1725,-374.0,374.0
Sheraton New York Times Square Hotel,12,1,244.0,Sheraton New York Times Square Hotel,12,1,367,-123.0,123.0
Sheraton New York Times Square Hotel,12,2,526.0,Sheraton New York Times Square Hotel,12,2,555,-29.0,29.0
Sheraton New York Times Square Hotel,12,3,789.0,Sheraton New York Times Square Hotel,12,3,920,-131.0,131.0
